tecnologia,tecnologiaClasse,cultura,culturaClasse,solo,regiao,uf,escala
'manejo ecologico','sistemas de producao',milho,'base alimentar e commodities',?,NE,MA,pequena
adubacao,solo,milho,'base alimentar e commodities',?,NE,MA,pequena
adubacao,planta,milho,'base alimentar e commodities',?,NE,MA,pequena
?,?,manga,frutiferas,?,NE,PE,pequena
?,?,manga,frutiferas,?,NE,MA,pequena
irrigacao,solo,banana,frutiferas,?,NE,BA,pequena
irrigacao,planta,banana,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,pequena
irrigacao,solo,banana,frutiferas,?,NE,PE,pequena
irrigacao,planta,banana,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
'agricultura de precisao','agricultura de precisao',?,?,latossolo,NE,PE,pequena
'agricultura de precisao',geotecnologias,?,?,latossolo,NE,PE,pequena
'agricultura de precisao',planta,?,?,latossolo,NE,PE,pequena
'manejo do solo',?,?,?,latossolo,NE,PE,pequena
manejo,solo,?,?,latossolo,NE,PE,pequena
?,?,cana-de-acucar,'base alimentar e commodities',?,NE,PE,pequena
?,?,cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
?,?,feijao,'base alimentar e commodities',?,NE,BA,pequena
?,?,amendoim,extrativas,?,NE,BA,pequena
?,?,mandioca,'base alimentar e commodities',?,NE,BA,pequena
'agricultura de precisao','agricultura de precisao',?,?,latossolo,NE,PE,pequena
'agricultura de precisao',geotecnologias,?,?,latossolo,NE,PE,pequena
'agricultura de precisao',planta,?,?,latossolo,NE,PE,pequena
'manejo do solo',?,?,?,latossolo,NE,PE,pequena
manejo,solo,?,?,latossolo,NE,PE,pequena
manejo,solo,?,?,?,NE,BA,pequena
?,?,?,?,latossolo,NE,BA,pequena
'plantio direto','sistemas de producao',milho,'base alimentar e commodities',?,NE,MA,pequena
manejo,solo,milho,'base alimentar e commodities',?,NE,MA,pequena
'manejo ecologico','sistemas de producao',milho,'base alimentar e commodities',?,NE,MA,pequena
adubacao,solo,milho,'base alimentar e commodities',?,NE,MA,pequena
adubacao,planta,milho,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,planta,?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
adubacao,solo,amendoim,extrativas,?,NE,PE,pequena
adubacao,planta,amendoim,extrativas,?,NE,PE,pequena
adubacao,planta,cana-de-acucar,'base alimentar e commodities',?,NE,AL,pequena
irrigacao,planta,?,?,?,NE,SE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,SE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,SE,pequena
biofertilizante,solo,melao,frutiferas,?,NE,PB,pequena
biofertilizante,planta,melao,frutiferas,?,NE,PB,pequena
biofertilizante,solo,melao,frutiferas,?,NE,PE,pequena
biofertilizante,solo,melao,frutiferas,?,NE,PE,pequena
biofertilizante,planta,melao,frutiferas,?,NE,PE,pequena
biofertilizante,solo,melao,frutiferas,?,NE,MA,pequena
biofertilizante,solo,melao,frutiferas,?,NE,MA,pequena
biofertilizante,planta,melao,frutiferas,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
'irrigacao por aspersao','engenharia agricola',cebola,olericulturas,?,NE,PB,pequena
'irrigacao por aspersao','engenharia agricola',cebola,olericulturas,?,NE,PE,pequena
'irrigacao por aspersao','engenharia agricola',cebola,olericulturas,?,NE,PE,pequena
'irrigacao por aspersao','engenharia agricola',cebola,olericulturas,?,NE,MA,pequena
'irrigacao por aspersao','engenharia agricola',cebola,olericulturas,?,NE,MA,pequena
irrigacao,solo,cebola,olericulturas,?,NE,PB,pequena
irrigacao,planta,cebola,olericulturas,?,NE,PB,pequena
manejo,solo,nogueira,frutiferas,?,NE,BA,pequena
fertilizante,solo,seringueira,extrativas,?,NE,BA,pequena
fertilizante,planta,seringueira,extrativas,?,NE,BA,pequena
adubacao,solo,seringueira,extrativas,?,NE,BA,pequena
adubacao,planta,seringueira,extrativas,?,NE,BA,pequena
?,?,algodao,'base alimentar e commodities',?,NE,BA,pequena
'agricultura de precisao','agricultura de precisao',?,?,latossolo,NE,PE,pequena
'agricultura de precisao',geotecnologias,?,?,latossolo,NE,PE,pequena
'agricultura de precisao',planta,?,?,latossolo,NE,PE,pequena
'manejo do solo',?,?,?,latossolo,NE,PE,pequena
manejo,solo,?,?,latossolo,NE,PE,pequena
?,?,sorgo,'base alimentar e commodities',neossolo,NE,PE,pequena
?,?,nogueira,frutiferas,?,NE,BA,pequena
?,?,nogueira,frutiferas,?,NE,MA,pequena
adubacao,planta,mamona,extrativas,?,NE,SE,pequena
adubacao,solo,morango,olericulturas,?,NE,SE,pequena
adubacao,planta,morango,olericulturas,?,NE,SE,pequena
irrigacao,planta,pitanga,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,pequena
germoplasma,'melhoramento genetico',pitanga,frutiferas,?,NE,PE,pequena
irrigacao,planta,?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
'plantio direto','sistemas de producao',milho,'base alimentar e commodities',latossolo,NE,BA,pequena
fertilizante,solo,milho,'base alimentar e commodities',latossolo,NE,BA,pequena
fertilizante,solo,milho,'base alimentar e commodities',latossolo,NE,BA,pequena
fertilizante,planta,milho,'base alimentar e commodities',latossolo,NE,BA,pequena
irrigacao,planta,?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,planta,?,?,latossolo,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,PB,pequena
irrigacao,solo,?,?,latossolo,NE,PE,pequena
irrigacao,planta,?,?,latossolo,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,PE,pequena
irrigacao,solo,?,?,latossolo,NE,MA,pequena
irrigacao,planta,?,?,latossolo,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,MA,pequena
'manejo da cultura',planta,banana,frutiferas,?,NE,PB,pequena
?,?,soja,'base alimentar e commodities',?,NE,SE,pequena
subsolagem,solo,feijao,'base alimentar e commodities',?,NE,BA,pequena
subsolagem,solo,algodao,'base alimentar e commodities',?,NE,BA,pequena
subsolagem,solo,soja,'base alimentar e commodities',?,NE,BA,pequena
'manejo do solo',?,milho,'base alimentar e commodities',?,NE,BA,pequena
'manejo do solo',?,feijao,'base alimentar e commodities',?,NE,BA,pequena
'manejo do solo',?,algodao,'base alimentar e commodities',?,NE,BA,pequena
'manejo do solo',?,soja,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,milho,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,feijao,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,algodao,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,soja,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,planta,?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
adubacao,planta,amendoim,extrativas,?,NE,PB,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
'melhoramento genetico','melhoramento genetico',feijao,'base alimentar e commodities',?,NE,PE,pequena
'melhoramento genetico','melhoramento genetico',feijao,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,solo,feijao,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,solo,feijao,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,solo,feijao,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,BA,pequena
adubacao,planta,?,?,?,NE,CE,pequena
irrigacao,planta,?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,solo,?,?,?,NE,BA,pequena
irrigacao,planta,?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,BA,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
manejo,solo,?,?,?,NE,PE,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,pequena
biofertilizante,solo,melao,frutiferas,?,NE,PB,pequena
biofertilizante,planta,melao,frutiferas,?,NE,PB,pequena
biofertilizante,solo,melao,frutiferas,?,NE,PE,pequena
biofertilizante,solo,melao,frutiferas,?,NE,PE,pequena
biofertilizante,planta,melao,frutiferas,?,NE,PE,pequena
biofertilizante,solo,melao,frutiferas,?,NE,MA,pequena
biofertilizante,solo,melao,frutiferas,?,NE,MA,pequena
biofertilizante,planta,melao,frutiferas,?,NE,MA,pequena
?,?,soja,'base alimentar e commodities',?,NE,SE,pequena
irrigacao,solo,banana,frutiferas,latossolo,NE,BA,pequena
irrigacao,planta,banana,frutiferas,latossolo,NE,BA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,latossolo,NE,BA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,latossolo,NE,BA,pequena
irrigacao,solo,banana,frutiferas,latossolo,NE,MA,pequena
irrigacao,planta,banana,frutiferas,latossolo,NE,MA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,latossolo,NE,MA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,latossolo,NE,MA,pequena
'plantio direto','sistemas de producao',milho,'base alimentar e commodities',?,NE,MA,pequena
manejo,solo,milho,'base alimentar e commodities',?,NE,MA,pequena
'manejo ecologico','sistemas de producao',milho,'base alimentar e commodities',?,NE,MA,pequena
adubacao,solo,milho,'base alimentar e commodities',?,NE,MA,pequena
adubacao,planta,milho,'base alimentar e commodities',?,NE,MA,pequena
'manejo organico',solo,?,?,?,NE,SE,pequena
irrigacao,planta,?,?,neossolo,NE,PI,pequena
irrigacao,'engenharia agricola',?,?,neossolo,NE,PI,pequena
irrigacao,'engenharia agricola',?,?,neossolo,NE,PI,pequena
adubacao,solo,?,?,neossolo,NE,PI,pequena
adubacao,planta,?,?,neossolo,NE,PI,pequena
?,?,feijao,'base alimentar e commodities',?,NE,BA,pequena
?,?,amendoim,extrativas,?,NE,BA,pequena
?,?,mandioca,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,planta,uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
irrigacao,solo,banana,frutiferas,?,NE,PE,pequena
irrigacao,planta,banana,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
irrigacao,solo,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,solo,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
?,?,cana-de-acucar,'base alimentar e commodities',?,NE,BA,pequena
?,?,cana-de-acucar,'base alimentar e commodities',?,NE,PI,pequena
?,?,cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
'adubacao mineral',solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
'adubacao mineral',planta,mandioca,'base alimentar e commodities',?,NE,BA,pequena
adubacao,solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
adubacao,planta,mandioca,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,?,?,?,NE,BA,pequena
irrigacao,planta,uva,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PB,pequena
irrigacao,solo,uva,frutiferas,?,NE,PE,pequena
irrigacao,planta,uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
irrigacao,solo,uva,frutiferas,?,NE,MA,pequena
irrigacao,planta,uva,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,MA,pequena
?,?,soja,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,planta,abacaxi,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',abacaxi,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',abacaxi,frutiferas,?,NE,PB,pequena
manejo,solo,abacaxi,frutiferas,?,NE,PB,pequena
'manejo de irrigacao',solo,abacaxi,frutiferas,?,NE,PB,pequena
'manejo de irrigacao',solo,abacaxi,frutiferas,?,NE,PB,pequena
'manejo de irrigacao',planta,abacaxi,frutiferas,?,NE,PB,pequena
'manejo de irrigacao','engenharia agricola',abacaxi,frutiferas,?,NE,PB,pequena
irrigacao,planta,manga,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,pequena
irrigacao,planta,?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,planta,cacau,extrativas,?,NE,CE,pequena
irrigacao,'engenharia agricola',cacau,extrativas,?,NE,CE,pequena
irrigacao,'engenharia agricola',cacau,extrativas,?,NE,CE,pequena
irrigacao,solo,mandioca,'base alimentar e commodities',?,NE,CE,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,NE,CE,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,NE,CE,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,NE,CE,pequena
adubacao,solo,cacau,extrativas,?,NE,CE,pequena
adubacao,planta,cacau,extrativas,?,NE,CE,pequena
adubacao,solo,mandioca,'base alimentar e commodities',?,NE,CE,pequena
adubacao,planta,mandioca,'base alimentar e commodities',?,NE,CE,pequena
irrigacao,planta,uva,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,pequena
adubacao,solo,uva,frutiferas,?,NE,BA,pequena
adubacao,planta,uva,frutiferas,?,NE,BA,pequena
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,NE,MA,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,planta,?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,CE,pequena
irrigacao,planta,?,?,latossolo,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,pequena
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,pequena
'agricultura de precisao','agricultura de precisao',?,?,latossolo,NE,PE,pequena
'agricultura de precisao',geotecnologias,?,?,latossolo,NE,PE,pequena
'agricultura de precisao',planta,?,?,latossolo,NE,PE,pequena
'manejo do solo',?,?,?,latossolo,NE,PE,pequena
manejo,solo,?,?,latossolo,NE,PE,pequena
irrigacao,planta,uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,pequena
manejo,solo,uva,frutiferas,?,NE,PE,pequena
irrigacao,planta,?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PB,pequena
irrigacao,solo,?,?,?,NE,PE,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,solo,?,?,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
irrigacao,'engenharia agricola',?,?,?,NE,MA,pequena
'adubacao organica',planta,banana,frutiferas,?,NE,BA,pequena
adubacao,solo,banana,frutiferas,?,NE,BA,pequena
adubacao,planta,banana,frutiferas,?,NE,BA,pequena
fertilizante,solo,tomate,olericulturas,?,NE,PB,pequena
fertilizante,solo,tomate,olericulturas,?,NE,PB,pequena
fertilizante,planta,tomate,olericulturas,?,NE,PB,pequena
agroecossistema,'sistemas de producao',tomate,olericulturas,?,NE,PB,pequena
agroecossistema,'sistemas de producao',tomate,olericulturas,?,NE,PB,pequena
npk,solo,tomate,olericulturas,?,NE,PB,pequena
npk,planta,tomate,olericulturas,?,NE,PB,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,NE,BA,pequena
irrigacao,planta,banana,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
pos-colheita,'engenharia agricola',banana,frutiferas,?,NE,PE,pequena
manejo,solo,banana,frutiferas,?,NE,PE,pequena
'manejo de irrigacao',solo,banana,frutiferas,?,NE,PE,pequena
'manejo de irrigacao',solo,banana,frutiferas,?,NE,PE,pequena
'manejo de irrigacao',planta,banana,frutiferas,?,NE,PE,pequena
'manejo de irrigacao','engenharia agricola',banana,frutiferas,?,NE,PE,pequena
irrigacao,planta,banana,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,MA,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,MA,pequena
'irrigacao por microaspersao','engenharia agricola',banana,frutiferas,?,NE,MA,pequena
'irrigacao por microaspersao','engenharia agricola',banana,frutiferas,?,NE,MA,pequena
irrigacao,planta,?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
irrigacao,'engenharia agricola',?,?,?,NE,PE,pequena
?,?,melao,frutiferas,?,NE,PE,pequena
?,?,melao,frutiferas,?,NE,MA,pequena
manejo,solo,soja,'base alimentar e commodities',?,NE,BA,pequena
manejo,solo,banana,frutiferas,?,NE,BA,pequena
manejo,solo,?,?,?,NE,MA,pequena
?,?,mamona,extrativas,latossolo,NE,PE,pequena
?,?,mamona,extrativas,latossolo,NE,MA,pequena
?,?,cebola,olericulturas,latossolo,NE,PB,pequena
?,?,cebola,olericulturas,latossolo,NE,PE,pequena
?,?,cebola,olericulturas,latossolo,NE,MA,pequena
irrigacao,solo,goiaba,frutiferas,?,NE,PB,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PB,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PB,pequena
irrigacao,solo,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,solo,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,planta,goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,pequena
manejo,solo,manga,frutiferas,?,NE,BA,pequena
genotipo,'melhoramento genetico',?,?,?,NE,BA,pequena
irrigacao,planta,cafe,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PB,pequena
irrigacao,solo,cafe,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,planta,cafe,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PE,pequena
irrigacao,solo,cafe,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,planta,cafe,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,MA,pequena
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,MA,pequena
manejo,solo,?,?,?,NE,BA,pequena
agrotoxico,'controle fitossanitario',?,?,?,NE,CE,pequena
agrotoxico,'controle fitossanitario',?,?,?,NE,PI,pequena
manejo,solo,?,?,?,NE,BA,pequena
manejo,solo,?,?,?,NE,CE,pequena
manejo,solo,?,?,?,NE,PI,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,pequena
irrigacao,planta,abacate,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',abacate,frutiferas,?,NE,PB,pequena
irrigacao,'engenharia agricola',abacate,frutiferas,?,NE,PB,pequena
irrigacao,solo,abacate,frutiferas,?,NE,PE,pequena
irrigacao,planta,abacate,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',abacate,frutiferas,?,NE,PE,pequena
irrigacao,'engenharia agricola',abacate,frutiferas,?,NE,PE,pequena
irrigacao,solo,abacate,frutiferas,?,NE,MA,pequena
irrigacao,planta,abacate,frutiferas,?,NE,MA,pequena
